bigram phrase,frequency
ever see,18
power and,18
is good,18
12 000,18
had some,18
but there's,18
what that,18
think that's,18
coming down,18
and more,18
gotta do,18
for this,18
much of,18
of me,18
gonna let,18
worry about,18
side of,18
that that,18
she's a,18
the company,18
a commercial,18
be right,18
per pupil,18
how we,18
laws in,18
for one,18
they're saying,18
said he'll,18
there so,18
china is,18
a record,18
the families,18
it bigger,18
to and,18
it wouldn't,18
see all,18
mean the,18
to believe,18
there's nothing,18
well you,18
owe them,18
money if,18
24 hours,18
away and,18
right there,18
which i,18
not to,18
was with,18
places and,18
i understand,18
hear that,18
as well,18
it never,18
won't even,18
many different,18
about osama,18
no money,18
look i,18
a million,18
i announced,18
right here,18
human being,18
president we,18
everybody said,18
came down,18
him they,18
a while,18
should we,18
to our,18
plenty of,18
hundred pages,18
fifteen years,18
that's good,18
the baby,18
after about,18
something so,18
say we're,18
doing great,18
the roof,18
with drugs,18
favor of,18
here but,18
nice and,18
get into,18
no you,18
have nothing,18
thought that,18
who knows,18
who said,18
twenty thousand,18
be that,18
who was,18
all right,18
that they're,18
work and,18
sure that,18
built the,18
matter what,18
north carolina,18
anybody ever,18
wouldn't believe,18
getting the,18
just as,18
than i,18
to write,18
you not,18
i come,18
guy right,18
help people,18
good that,18
them because,18
we're sending,18
do like,18
anything we,18
really don't,18
is there,18
drug companies,18
big plant,18
they started,18
know that's,18
many more,18
illegal immigrants,18
executive order,18
think they're,18
had no,18
they used,18
told them,18
the chinese,18
obama and,18
time the,18
see what,18
one person,18
free trader,18
things they,18
and as,18
win i,18
this the,18
ago we,18
know is,18
that's okay,18
this but,18
thank everybody,18
said something,18
gonna play,18
you all,18
so let's,18
out a,18
life away,18
win we,18
plant in,18
i'll do,18
coming up,18
they always,18
compared to,18
say why,18
free zone,18
know but,18
whether or,18
were gonna,18
a republican,18
people with,18
not only,18
didn't even,18
brought up,18
home and,18
plan and,18
put up,18
happened in,18
not like,18
what i've,18
you they,16
trillions of,16
vets are,16
way but,16
you with,16
thirty people,16
do not,16
by an,16
been going,16
put a,16
he gave,16
this before,16
we came,16
standing there,16
the air,16
my own,16
front page,16
everything else,16
time so,16
kill us,16
you put,16
be allowed,16
it anymore,16
well as,16
happens so,16
before they,16
true i,16
of heat,16
of her,16
president of,16
came back,16
which by,16
raped sodomized,16
me this,16
a bicycle,16
on my,16
and who,16
to bomb,16
as rich,16
deals with,16
amazing thing,16
the meantime,16
remember when,16
guy is,16
that if,16
not sure,16
i wasn't,16
guy with,16
to what,16
really do,16
something i,16
it says,16
an election,16
too many,16
but i'll,16
in tennessee,16
a way,16
i'm leaving,16
killers that,16
need people,16
will find,16
told the,16
be talking,16
said let's,16
have our,16
care we're,16
looks like,16
those are,16
stronger and,16
mine is,16
question i,16
just announced,16
so in,16
bad guy,16
smarter than,16
guy i,16
asked me,16
middle of,16
comes to,16
you watch,16
work for,16
000 miles,16
they use,16
hell is,16
think general,16
i we,16
it wasn't,16
their leaders,16
chance to,16
was not,16
general services,16
what kind,16
our money,16
hell are,16
that had,16
the famous,16
to other,16
this because,16
everything we,16
you back,16
friends of,16
and better,16
the game,16
been really,16
the tickets,16
and whether,16
fact that,16
the few,16
was doing,16
25 of,16
obamacare is,16
build in,16
years but,16
living in,16
a strong,16
but here's,16
win on,16
up for,16
was that,16
he's really,16
how would,16
can take,16
it's ok,16
women's health,16
company and,16
sitting senator,16
a genius,16
five thousand,16
there for,16
the word,16
out so,16
center came,16
country they,16
loaded up,16
always talk,16
you please,16
half billion,16
put that,16
it very,16
days and,16
night i,16
this man,16
rich again,16
know people,16
25 years,16
we defend,16
take some,16
say and,16
opposed to,16
way it's,16
you going,16
play with,16
she says,16
it could,16
to i,16
would love,16
i called,16
over to,16
very happy,16
how stupid,16
that nobody,16
his son,16
care and,16
will have,16
all that,16
be president,16
do have,16
saying i,16
i swear,16
heard the,16
great country,16
amazing i,16
and you're,16
i turned,16
the trade,16
i signed,16
really bad,16
nobody even,16
they love,16
chopping off,16
me it,16
the papers,16
us i,16
as opposed,16
and we've,16
it don't,16
angry and,16
there they,16
people it's,16
ok if,16
my campaign,16
get our,16
so and,16
than it's,16
convention center,16
started this,16
understand it,16
was i,16
military i,16
think i'm,16
you come,16
become a,16
rush limbaugh,16
off and,16
afford to,16
are running,16
a point,16
turned down,16
recently i,16
just take,16
is great,16
on immigration,16
gonna stop,16
but look,16
militaristic person,16
try and,16
and those,16
interests and,16
money in,16
have something,16
and others,16
polls and,16
fifty thousand,16
that god,16
go up,16
hear about,16
so big,16
japan is,16
don't they,16
would do,16
six million,16
go ahead,16
the the,16
for our,16
go there,16
so happy,16
china you,16
where you,16
country that's,16
to send,16
which was,16
the year,16
they leave,16
everybody was,16
is something,16
can build,16
cheapest thing,16
is here,16
started off,16
so this,16
some very,16
sorts of,16
would not,16
i've had,16
than what,16
hard and,16
here's what's,16
little while,16
nobody nobody,16
according to,16
was great,16
strong so,16
speech and,16
debt tremendous,16
really believe,16
the special,16
can we,16
in florida,16
it over,16
but with,16
one or,16
that with,16
country i,16
president and,16
deals and,16
case of,16
here to,16
up like,16
watch it,16
to them,16
the battlefield,16
should i,16
day so,16
very bad,16
want a,16
they need,16
they moved,16
wanted a,16
i'll give,16
are now,16
that when,16
hampshire and,16
led by,16
should know,16
tough guy,16
amazing people,16
nobody can,16
it's terrible,16
big thing,16
my name,16
that makes,16
and hillary,16
know one,16
about how,16
can't afford,16
all sorts,16
you for,16
we really,16
or four,16
he won't,16
were going,16
and again,16
love that,16
outside of,16
years they,16
the smartest,16
ever created,16
not just,16
mexico is,16
money is,16
highly respected,16
anything i,16
heard about,16
in america,16
and why,16
get five,16
im not,16
have like,16
are just,16
just in,16
and killed,16
to buy,16
be i,16
happening to,16
the rest,16
i ran,16
low debt,16
never be,16
the federal,16
the lowest,16
five days,16
bernie sanders,16
then it,16
actually a,16
everybody and,16
mexico so,16
have but,16
went out,16
want their,16
except for,16
the beautiful,16
to ask,16
nuclear weapons,16
five billion,16
had guns,16
she's got,16
america building,16
to leave,16
for people,16
that he's,16
been doing,16
health issues,16
it better,16
hilary is,16
thing about,16
guys and,16
during the,16
big heart,16
they're great,16
will call,16
countries are,16
is totally,16
obama administration,16
you probably,16
in from,16
you understand,16
i built,16
george washington,16
here is,16
why because,16
many things,16
a bit,16
you wonder,16
and take,16
america and,16
i looked,16
them out,16
gonna come,16
they work,16
fight and,16
places in,16
and over,16
wrote about,16
you something,16
what does,16
one point,16
a plant,16
an hour,16
them money,16
it can,16
said take,16
something wrong,16
nine thousand,16
he wanted,16
see this,16
great place,16
look what,16
all fairness,16
bye bye,16
want them,16
a damn,16
politicians they,16
great wall,16
be happy,16
numbers of,16
life and,16
in so,16
doesn't mean,16
the donors,16
you're right,16
said we're,14
found out,14
say mister,14
didn't get,14
48 hours,14
four thousand,14
television you,14
believe i,14
that wasn't,14
at those,14
always had,14
people this,14
is crazy,14
get that,14
time he,14
that from,14
trade deals,14
made the,14
everybody should,14
thought he,14
so here,14
thing with,14
got him,14
they they,14
gave a,14
to one,14
of other,14
killing us,14
other candidates,14
can i,14
the leaders,14
you're gonna,14
you too,14
on our,14
now he,14
me if,14
great businessman,14
mexican people,14
fifty people,14
other thing,14
that's how,14
jobs you,14
of lives,14
south china,14
from here,14
what he's,14
the stage,14
because there,14
killing of,14
the little,14
it's coming,14
i probably,14
or the,14
now this,14
a political,14
had twenty,14
ok we're,14
great things,14
nothing to,14
here illegally,14
those guys,14
most sought,14
you did,14
call you,14
years we,14
most important,14
it's over,14
where we're,14
i'll never,14
but so,14
a hotel,14
have such,14
stuff but,14
good is,14
if a,14
they're making,14
years i've,14
big chunk,14
stronger than,14
much but,14
2003 2004,14
of days,14
but nobody,14
different places,14
my family,14
four hundred,14
thousand miles,14
tired of,14
why did,14
as he,14
our 2nd,14
bad things,14
so politically,14
three hundred,14
in an,14
don't i,14
know me,14
saying for,14
don't make,14
that's right,14
i'm looking,14
is doing,14
been very,14
was up,14
and ahead,14
have more,14
so these,14
dinner with,14
never thought,14
you ever,14
for office,14
that want,14
the presses,14
for some,14
is where,14
incompetent people,14
people they're,14
but every,14
bring our,14
he couldn't,14
wall that,14
given a,14
we start,14
what's the,14
who's a,14
probably the,14
an honor,14
this area,14
is amazing,14
done i,14
well and,14
down they,14
voted for,14
said donald,14
first one,14
lindsey graham,14
have strong,14
i paid,14
it makes,14
nobody else,14
hard for,14
general and,14
mexico i,14
leaving and,14
anything they,14
them so,14
much smarter,14
keep going,14
taxes are,14
cameras back,14
china sea,14
somebody has,14
to create,14
how i,14
strong borders,14
being a,14
does that,14
one they,14
i'd love,14
of power,14
a two,14
job they,14
continue to,14
can happen,14
like what,14
never done,14
been great,14
people he,14
credit for,14
they talked,14
because there's,14
that i've,14
now with,14
washington bridge,14
said would,14
it great,14
this isn't,14
office and,14
why we,14
three hours,14
it it,14
fast and,14
they end,14
said i'll,14
he can't,14
speaking of,14
one way,14
little debt,14
government and,14
myself i,14
than anything,14
that good,14
i been,14
ask you,14
mayor of,14
talented people,14
ahead and,14
this to,14
god ever,14
obama is,14
numbers are,14
it before,14
he never,14
away from,14
that's one,14
call them,14
they're very,14
said all,14
very rich,14
name is,14
would it,14
how is,14
i call,14
the law,14
the political,14
replace it,14
of weeks,14
and special,14
this group,14
the mayor,14
it's incredible,14
room i,14
for all,14
now is,14
bad thing,14
did this,14
each other,14
us it's,14
see me,14
two things,14
say how,14
the record,14
i'm just,14
way ahead,14
bush and,14
probably not,14
work so,14
you my,14
us so,14
that shouldn't,14
nothing but,14
in your,14
the truth,14
bergdahl and,14
know there,14
know because,14
june sixteenth,14
guy that,14
the lumps,14
money than,14
is true,14
so just,14
do what,14
thinking we,14
i wish,14
came from,14
i need,14
and very,14
the process,14
this massive,14
a favor,14
at our,14
you were,14
that's all,14
negotiate with,14
get on,14
it again,14
horrible thing,14
greatest people,14
cut it,14
because people,14
other words,14
is out,14
china has,14
on for,14
said mr,14
we've rebuilt,14
mean we're,14
ever ever,14
make deals,14
is is,14
the parents,14
they've done,14
they getting,14
they put,14
let the,14
but there,14
let us,14
from nbc,14
guy he,14
i talk,14
happen if,14
how it,14
impact statement,14
has done,14
like him,14
i and,14
i'm very,14
florida and,14
you i'm,14
we r,14
night and,14
make that,14
in 2000,14
great to,14
it one,14
you is,14
is taking,14
drugs and,14
can go,14
guys they,14
be built,14
coming into,14
he should,14
because this,14
last couple,14
bringing back,14
so beautiful,14
to change,14
you when,14
things are,14
really tough,14
politicians and,14
i use,14
book the,14
people will,14
we use,14
to your,14
time with,14
about all,14
gotta stop,14
taking care,14
is killing,14
way they're,14
of china,14
never heard,14
spent the,14
around the,14
have gone,14
he's so,14
even a,14
the crowds,14
not nice,14
want anything,14
pacs are,14
onto the,14
and do,14
21 trillion,14
country needs,14
been in,14
reason is,14
told me,14
i filed,14
i've seen,14
the taxes,14
tell us,14
day said,14
much for,14
funny thing,14
be taken,14
biggest selling,14
the kids,14
for obama,14
self inspect,14
2 000,14
seen anything,14
the usa,14
incredible i,14
two people,14
win we're,14
a leader,14
a minute,14
please please,14
that stuff,14
should get,14
was even,14
can't have,14
things about,14
in like,14
you right,14
important and,14
do if,14
on time,14
now what,14
less money,14
on their,14
half a,14
dollars i,14
something like,14
said a,14
dont wanna,14
for three,14
people get,14
this in,14
because nobody,14
build up,14
beat the,14
hampshire we,14
have problems,14
are with,14
and under,14
get you,14
now when,14
even talk,14
they've got,14
absolutely no,14
