trigram phrase,frequency
but it's not,10
it great again,10
into the atmosphere,10
people are going,10
even know what,10
plant in mexico,10
to give you,10
talked about this,10
dead but i'm,10
say no no,10
i have friends,10
it right now,10
do we do,10
know it's not,10
what i'm doing,10
of it they,10
what i'm saying,10
about it but,10
and make it,10
the special interests,10
middle east and,10
where they get,10
give you my,10
to myself i,10
many people have,10
rid of common,10
get into the,10
build the plant,10
what you doing,10
the deal was,10
them a hundred,10
so here's the,10
the oil for,10
i have another,10
think we have,10
i know that,10
don't think they,10
replace it with,10
rid of obamacare,10
i haven't even,10
turned out that,10
a lot a,10
deal and i,10
does he have,10
come on up,10
not a nice,10
the way in,10
have all the,10
guy with the,10
jobs back from,10
any of the,10
like he was,10
there right now,10
the highest tax,10
in the case,10
great but i,10
all of this,10
the money we,10
i swear to,10
they went out,10
they talk about,10
what happens what,10
be in the,10
front of the,10
me but i,10
may be a,10
and special interests,10
we have politicians,10
the money that,10
talk about a,10
gonna get it,10
the world the,10
need people that,10
will never ever,10
the best we,10
they build ramps,10
but but i,10
but it's a,10
and i'm going,10
you don't even,10
great guy but,10
they don't care,10
bigger and better,10
swear to you,10
tell the story,10
be a very,10
he's gonna get,10
office in washington,10
it's been a,10
probably not as,10
the 24 day,10
bin laden in,10
to be able,10
if you can,10
and it really,10
we should be,10
could have done,10
and what happens,10
don't know and,10
it was it,10
go and you,10
up here and,10
and now it's,10
going in the,10
when i first,10
you that i,10
back into the,10
i want surveillance,10
of the guys,10
a terrible thing,10
of time and,10
time and i,10
the time the,10
well i don't,10
to know when,10
to get this,10
care of it,10
to happen i,10
mean you know,10
the world but,10
will never have,10
better than our,10
no idea what,10
way you know,10
would have had,10
we are gonna,10
tell you and,10
and over and,10
states is the,10
of the money,10
so these guys,10
then i went,10
the number one,10
the funny thing,10
it we don't,10
people and the,10
old days when,10
time magazine last,10
get up here,10
anywhere in the,10
chopping off heads,10
millions of jobs,10
i said if,10
the wall and,10
very low energy,10
here you know,10
have total control,10
win we're gonna,10
to build the,10
of this country,10
i did it,10
we used political,10
peanuts compared to,10
care we're gonna,10
head of his,10
right now they,10
my name is,10
you going to,10
the most part,10
matter where i,10
him and he,10
so politically correct,10
so so what,10
president obama the,10
they don't give,10
so that we,10
i see it,10
a day and,10
hundred million dollars,10
that i'm not,10
bring jobs back,10
the time you,10
to let it,10
and you say,10
is because they,10
made a lot,10
were going to,10
we go we,10
when i say,10
stupid people and,10
and he goes,10
it is not,10
take him out,10
it's a little,10
building on pennsylvania,10
and this was,10
be an election,10
be built in,10
and other places,10
come in and,10
the fact is,10
a call from,10
is make america,10
want to kill,10
us we have,10
i mean look,10
so i look,10
politically correct we,10
six million dollars,10
the wharton school,10
is the way,10
want to show,10
up the sanctions,10
he have to,10
was it was,10
people i don't,10
said i want,10
they can't even,10
to you i,10
the deal is,10
mean you look,10
has been going,10
you see what's,10
know who they,10
is no good,10
strong so powerful,10
we had an,10
put them in,10
sign your life,10
history of cnn,10
maybe he's not,10
was all over,10
when he was,10
so now i,10
when was the,10
years and now,10
said if you,10
don't have anything,10
and i'm gonna,10
you see all,10
a great thing,10
thousands of jobs,10
and stronger than,10
control over the,10
are you doing,10
a super pac,10
have a very,10
couple of things,10
and it's gonna,10
a thousand miles,10
i can't believe,10
you see what,10
the room i,10
we need it,10
they do a,10
on and then,10
doesn't help us,10
of their money,10
said mr trump,10
had the highest,10
way i have,10
we have now,10
much bigger much,10
three weeks ago,10
people it was,10
the famous escalator,10
to the country,10
we have you,10
i said wait,10
so when you,10
so powerful so,10
who said that,10
to win so,10
for me i,10
you know because,10
to take a,10
care less about,10
i'm gonna give,10
the most popular,10
was the first,10
about the carbon,10
we need the,10
and they just,10
it they have,10
about that you,10
about it we,10
way but they,10
to be taken,10
the ones that,10
get nothing and,10
the size of,10
is building a,10
they may be,10
to get him,10
and i wanted,10
i give you,10
you need somebody,10
years old and,10
thank you you,10
lot of times,10
i say that,10
no we don't,10
like to have,10
was a very,10
and i would,10
is global warming,10
four five six,10
has been so,10
don't like it,10
and they called,10
that is so,10
went to a,10
with the republicans,10
let him go,10
outside of the,10
that's why i,10
for you know,10
but that's the,10
to be good,10
over here and,10
went to this,10
that i will,10
think that the,10
don't care i,10
gonna do something,10
talking about trade,10
better than ever,10
had a couple,10
i like i,10
low debt tremendous,10
don't go into,10
don't know where,10
and other things,10
win so much,10
we get the,10
don't use them,10
winning again we're,10
and killed by,10
and he didn't,10
magazine last week,10
be you know,10
two weeks later,10
i've been doing,10
great country we,10
every one of,10
half trillion dollars,10
put it on,10
and yet we,10
won't be able,10
he came in,10
and i wouldn't,10
so i put,10
12 000 people,10
you saw the,10
like this all,10
know they have,10
the crime in,10
and now i,10
at what they,10
it is going,10
how about the,10
the largest in,10
over the united,10
it and i'm,10
the world so,10
it in and,10
in many cases,10
twenty five years,10
be on the,10
know if i,10
few weeks ago,10
but if we,10
hell is going,10
is the greatest,10
new york city,10
going on in,10
we are in,10
a great businessman,10
im not gonna,10
those cameras back,10
of thinking we,10
we don't get,10
don't think i,10
in the end,10
problem with free,10
would you say,10
there is so,10
people have been,10
bergdahl and they,10
these guys like,10
when you talk,10
even if the,10
a half trillion,10
don't even get,10
will find the,10
it with the,10
not allowed to,10
so i was,10
i didn't bring,10
in a very,10
when we were,10
it but they,10
country in the,10
if i could,10
you know people,10
in 2003 2004,10
these are not,10
because i think,10
wait a minute,10
and that was,10
wants to take,10
a horrible thing,10
that are running,10
of schedule and,10
so i went,10
let me just,10
leave the room,10
it does work,10
have some of,10
the country they,10
greater than ever,10
because you have,10
for you i,10
folks we have,10
here and i,10
from south korea,10
we send them,10
and and i,10
to get into,10
lot of them,10
very proud of,10
have so much,10
way the country,10
win on trade,10
a movement going,10
they don't talk,10
what they want,10
they gave me,10
the only way,10
want to hear,10
of those things,10
negotiators in the,10
every time you,10
our country has,10
it that way,10
that they had,10
about it they,10
member of the,10
what happens i,10
this kind of,10
to be doing,10
in charge of,10
the hell outta,10
i didn't know,10
that you wouldn't,10
you talking about,10
could do anything,10
gonna get a,10
we call up,10
i'm gonna be,10
the george washington,10
have done a,10
ok so i,10
a speech in,10
everybody you know,10
anybody else and,10
and he's a,10
it i love,10
remember when i,10
thinking we need,10
but i actually,10
have a wonderful,10
to say i,10
and everything else,10
now you know,10
love our country,10
for us and,10
i said look,10
down in the,10
largest in the,10
gonna bring jobs,10
through a process,10
they did it,10
on the border,10
of my life,10
other side of,10
we want the,10
the best business,10
to these people,10
on the front,10
they call me,10
hear that from,10
period of time,10
so much for,10
it wouldn't be,10
in my book,10
it on the,10
new york and,10
i mean that's,10
talking about a,10
now you have,10
5 billion dollar,10
post office in,10
so many things,10
thing is that,10
to kill us,10
world we have,10
not gonna say,10
and these are,10
a good job,10
how to do,10
third world countries,10
getting rid of,10
came in second,10
the front page,10
me believe me,10
and it turned,10
amount of money,10
a very important,10
here's the problem,10
a problem and,10
was such an,10
our jobs back,10
you know last,10
guts to run,10
last night i,10
billion dollars to,10
they don't negotiate,10
the oil right,10
all set to,10
know you don't,10
thank you we,10
my son is,10
the people you,10
to make great,10
ok so we're,10
is the largest,10
a great deal,10
hell of a,10
this was a,10
did a poll,10
what's happening to,10
bigger and stronger,10
and then it,10
have a baby,10
we got it,10
believe me you,10
to see what's,10
four thousand television,10
i have turned,10
i always talk,10
and stronger and,10
a hard time,10
you know my,10
but it's so,10
do anything about,10
why is it,10
is not going,10
and all the,10
from china and,10
but they did,10
when you hear,10
and that's not,10
have to come,10
don't win we,10
a bicycle race,10
these are great,10
said i said,10
like me and,10
in the streets,10
we need general,10
of weeks ago,10
to find out,10
what you do,10
do what's right,10
what's right for,10
he would be,10
we didn't want,10
something about it,10
and years and,10
what happened to,10
such a great,10
love the country,10
not gonna have,10
the best and,10
to me it's,10
he asked me,10
a big wall,10
to the vets,10
funny thing is,10
when you say,10
people that you,10
used political hacks,10
there we have,10
never seen anything,10
have to pay,10
have tremendous power,10
be a big,10
be with you,10
don't know anything,10
i think they're,10
to me it,10
ever before and,10
how did you,10
out of here,10
to be at,10
such a big,10
of people but,10
they're all talk,10
sort of like,10
spent less money,10
was right and,10
and they can,10
but they can't,10
people but we,10
we go to,10
out of them,10
i said in,10
little bit of,10
this country so,10
nice if we,10
to say this,10
this has been,10
it really is,10
like it i,10
our jobs they,10
back we're gonna,10
a bad person,10
it because you,10
of it i,10
